1,457,249,4,5,15,2,1,6,6,
2,3,34,1,5,18,65,3,4,1,
1,499,295,4,6,16,2,2,7,7,
2,9,41,2,5,23,90,0,1,3,
1,328,187,3,4,11,1,0,5,4,
1,336,188,3,4,11,1,0,4,4,
1,8239,2710,17,23,57,3,3,26,24,
1,331,81,3,4,10,1,1,5,4,
1,546,241,4,5,16,2,2,7,6,
1,4,3,1,1,2,1,1,1,1,
1,4,4,0,0,1,1,0,0,0,
1,568,283,4,6,19,1,1,6,7,
1,4,4,0,0,2,1,0,0,1,
1,2,3,1,0,0,1,0,0,0,
1,1,2,0,0,1,2,0,0,0,
2,5,31,2,0,18,64,1,5,2,
2,7,41,2,4,23,94,2,3,4,
2,3,34,2,4,14,64,4,3,5,
1,1,2,0,1,1,1,0,0,0,
